"id","profileName","text","date","title","rating","images","helpful","variant:"
"R2PB18GJ3UZ2FJ","Mr magic","I like how the first part of the books explains the fundamentals of programming in python and that you can apply these fundamentals in other languages. My issue with learning part 1 of the book is that I had to keep looking up other explanations on google for methods and some of the concepts. He did not really help the reader understand python syntax. So better explanation in part 1.I just started part 2, I’m making the alien invasion game and he is not explaining it very well. im having a hard time understanding some of pygames methods and function, the author is not explaining them very efficient . So I’m going to have to read the pygame documentation to get a better understanding! i feel like the author did put much effort into the last part of the book. so im going to move on to another book to practice python!Overall ig it’s pretty good he definitely needs some improvement. Part one is what I really like ! Idk about part 2 becuase he is not explaining the code very well.","Reviewed in the United States on October 3, 2021","Good for programming fundamentals!","3.0 out of 5 stars","","0",
"R1GPT64AKTS77H","Amazon Customer","The book is in good condition. Other than a little dust and a few underlined notes, it’s good as new.","Reviewed in the United States on October 26, 2023","Good condition","5.0 out of 5 stars","","0",
"REBFK4Q3389P0","D. Smith","I have the kindle version and I do like the content.  One complaint I have is with the code examples...the pictures I have included are from chapter 7.  A snippet of the book and a screen shot of my computer... The example code can be convoluted at times (tabs and spacing) and  if not done correctly the program won't work as expected.Other than that I'm finding it useful to learn Python3.","Reviewed in the United States on April 2, 2022","Kindle Version Code Examples Issues","4.0 out of 5 stars","https://m.media-amazon.com/images/I/41E0lSz4iiL.jpg
https://m.media-amazon.com/images/I/61Rb-d1U0nL.jpg","2",
"R3F5MIDEUO5COR","Jimmy R. Russell","This book didn't feel like a crash course but didn't feel like a textbook either. The author briskly reviewed some key basic concepts and gave the odd pointer here or there, and the book promptly moved on to some real-world examples. The author also gives you an overview of what is out there in the Python ecosystem, which is helpful because there is a lot out there. It is not like Java where everything you need is in the API. If you're like me and you had a background in programming already, that's exactly what you were looking for. If you are completely new to programming and you've decided to learn in Python, this would still be a good book to buy but you may want to buy another book to complement it.","Reviewed in the United States on October 8, 2020","Great book. Helped a ton!","5.0 out of 5 stars","","3",
"R3GUBOLAJON0FF","Duey2000","I got this book to compliment a class that I was taking and it was a great companion. It’s easy to follow for somebody with little to zero coding experience and it offers easy to follow exercises along the way to help you catch on to the fundamentals. I would recommend this to anybody starting out in Python. I plan on getting more from the series.","Reviewed in the United States on November 15, 2022","Great book!","5.0 out of 5 stars","","3",
"RX5NEWST8H3RL","Jodi ","I purchased this book for a college class.  Since the class was delivered online, much of my learning was on my own.  This book is an excellent step by step guide from start to finish with easy to comprehend text, as well as examples of code.  It also has three projects to do, a video game (Alien Invasion), a data visualization project, and a web applications project.  I have no coding/programming experience at all and at the end of 8 weeks, I created a pretty awesome video game!  I plan on doing the data visualization project next!  The text is very well written and has online supplements and resources in case you get stuck.","Reviewed in the United States on May 17, 2021","Excellent step by step with online support/resources","5.0 out of 5 stars","","2",
"R18IJPXD6JCH7O","Chen Junzhou","After finishing another beginner's book and feeling confused and lost, I am so glad I bought this book. And this is THE book!!! Very clearly organized and thoroughly explained. After introduction of each concept, the author always demonstrates  how to apply it to in your coding, the thought process, and the purpose of each line of codes.  For the practical project, the author shows how to start a project from scratch, and the step by step thinking, coding, refactoring, revising, so detailed that I feel like the author is right next to me guiding me through it. I dont know how anyone else could do a better job! So much better than the other book...  I love it.","Reviewed in the United States on May 2, 2021","THE BOOK for Beginners!","5.0 out of 5 stars","","2",
"RC48O54FVBFM6","Ryan","For context: I'm a web developer and programmer with ~15 years of experience reading this book to get up-to-speed on Python. So my brain might be filling in some things that other people miss. However this book seems very straightforward and easy-to-read with lots of examples and written descriptions which explain what the code does and why. I'm about halfway through so far, and covering topics that I'm familiar with in other languages.","Reviewed in the United States on August 10, 2022","Thorough and easy to absorb","5.0 out of 5 stars","","3",
"R8DZ9PQ3QHWJT","A. Viz","I've tried many different methods to learn Python, but nothing really stuck. I took a course in grad school specific to ArcGIS, but wanted to get a basic understanding before trying to apply to ArcPy once again.I think because the author is a high school teacher, he really breaks down why code is written in a certain way. I'm about 1/3 way through now and hope the projects section is just as good as the beginning of the book. I'll definitely look for the next Python book from this author.","Reviewed in the United States on December 31, 2021","Great for beginners!","5.0 out of 5 stars","","2",
"R2L5U9DKM7XADC","Vaddi","First things first, I'm completely new to programming. I have a fair understanding of propositional logic, and that's it.Con:One gripe I have is that the binding immediately came out after using it for 2 weeks. It's pretty unfortunate, but I won't hesitate to rate this book for 5 stars on the content alone. If ever a third edition is made, I strongly recommend have better bindings to the publisher.Pros:With that out of the way, I love this book. It has a thorough ""read-example-here"" approach and then relevant exercises you should do afterward. This is a great book to start learning Python as long as you're motivated to read! Don't sleep on this book if you ever ideated wanting to learn how to program.","Reviewed in the United States on October 7, 2020","A wonderful resource for Python Beginners! Weak binding though.","5.0 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/61auTWIdE5L.jpg","3",
"R1G9CVIGX3IR6B","David L.","The contents of the book are better than its manufactured quality.  Sadly, less than a week after receiving it, the cover came free of the rest of the book. It  was apparently only held on by two narrow strips of glue on the first and last pages, and no glue holding it to the actual spine!The book contents itself are pretty good, but it does stay fairly simple. I bought the book because of the format of the examples, with code, point by point descriptions of the code elements, and then the output.  Some of the examples don't go very deep. I was looking at loop iterations, and the book really only covered using them with a print statement, though I was hoping for how to set variables and perform calculations according to current list value.","Reviewed in the United States on June 25, 2019","Not bad, but some disappointment","4.0 out of 5 stars","","39",
"R1W7HJIHYP0GJV","David Nsengiyunva","A reference that I'll use when working on coding/scripting projects.","Reviewed in the United States on November 21, 2023","A must have for a beginner","5.0 out of 5 stars","","0",
"R39RZIPXZYTZ6U","Seth Ward","I needed to learn basic Python for a specific project I had in mind. My previous ""code"" experience includes HTML/CSS and enough Javascript to dress up websites and make basic widgets to use at work. My hope with this book was to learn enough to get a barebones version of the project running then hand it off to a real programmer. I finished the first half of the book, which is the basics, and decided to try out a couple ideas before moving on to the ""example projects"" part of the book. The examples are great but some were honestly overkill for what I needed. To my surprise I had a working program in a few days. I recommend this book for anyone starting out with Python.","Reviewed in the United States on May 5, 2020","Easy to get started with Python","5.0 out of 5 stars","","0",
"R3RIPS55KEENK1","Female","I love this book! I am learning so much! The chapters aren't too long. The hands-on exercises are excellent. The book wanted its readers to install Sublime Text for Python; however, I couldn't program Sublime Text to work. No worries! I used Visual Studio Code to execute Python commands and it worked just fine! All the material in this book is well-written and easy to understand. I am really getting this and it feels great to master yet another programming language.  This is by far the best programming book that I have ever read and purchased. I highly recommend this book to anyone wanting to learn Python. It is no wonder why this book is rated number one! Great buy!","Reviewed in the United States on September 4, 2020","Excellent Book!","5.0 out of 5 stars","","0",
"R22JH36TKN5IP1","D. Siddall","I’ve approached python several times, with varying levels of commitment. This is the first text I’ve encountered that threads the needle between being comprehensive and approachable. I’ve been completely absorbed for over a week, and am getting excited about testing out what I’ve learned with some more advanced books in the No Starch series. Highly recommended!","Reviewed in the United States on January 2, 2023","Best Python Intro Ever","5.0 out of 5 stars","","2",
"RGR5UQFA4F0AH","L B.","Seriously, buy this book.  My programming experience prior was limited to a single semester class where all I learned was basic concepts without any actual language skills, and that was over a decade ago.  Less than halfway through this excellent text, and I was already starting the command line game project I had in mind.  Honestly, I was skeptical before and probably wouldn't have bought the book if it had not been discounted, but having seen how quickly I was grasping the concepts, I can wholeheartedly recommend this book at any price point.  There is a reason so many sources suggest this as a wonderful entry point to Python.tl:dr - Want to learn Python, Buy this book.","Reviewed in the United States on October 11, 2020","Buy this book","5.0 out of 5 stars","","3",
"RDP4G6JLACZYG","Taylor","my only complaint is, since this is an introductory book, it should give resources or cover common install issues such as placing things in the path. this is needed at the beginning of the book, and without prior programming/systems experience, this could be a huge complication.  being in path may or may not be the default, depending on your system and download specifications. however this book still deserves a five star rating because it is very straight forward, building skills and competency from the ground up.  i also really liked that there was a git and github section included because version control platforms can be confusing at first, but with a straight forward explanation, not hard to get used to.","Reviewed in the United States on July 31, 2020","Great introductory","5.0 out of 5 stars","","0",
"R158P2UGR182PJ","Eric Wood","Other reviews that suggest this book moves too slowly and is repetitive are essentially correct. But I am not saying that is a negative...this is a great book to cement the fundamentals.  Calling this a crash course is a bit of a misnomer...you will not feel as if you are being thrown into the deep end. This takes a measured and gradual series of steps  using reinforcement exercises along the way to get you comfortable with Python.","Reviewed in the United States on September 27, 2021","Python Step by Step","4.0 out of 5 stars","","0",
"R3A9EDMV4HX3IF","Jonathan","I am taking an online college course for intro to scripting in Python, and there is no book with the course, just an online tutorial that you use. The online ""book"" is streamlined and wasn't cutting it for me. The Crash Course book is so much better and it fills in a lot of gaps. My only complaint is the book should have been spiral bound. The binding isn't great for a book this size and you need the spiral option to have the book stay open while you type in the exercises, which are great. Highly recommend the book for true beginners. Probably too basic for anyone else, but it is at the level i needed.","Reviewed in the United States on January 25, 2020","Perfect for beginners - wish it was spiral bound","4.0 out of 5 stars","","0",
"RA2UW2W9DR851","B","I’ve tried a lot of the free tutorials online: classes, pdf, etc. and nothing compares to this physical book. It starts off like most tutorials with the user creating the “hello world” program, but then uses each chapter to introduce a new topic while still using the topics previously learned. If I forget something I can easily flip back and refresh my memory. The chapters are short and concise, the appendices are helpful, and the book is easy to follow. I’ve given up many times when trying to use online guides and tutorials, but I find myself wanting to spend my free time working through this book and thoroughly enjoy it.","Reviewed in the United States on March 15, 2021","The best Python course I’ve found yet.","5.0 out of 5 stars","","0",
"R20RZ5QNLXDI9T","CxegCfiJjXRfuN9","Let me preface this review by saying that I have zero programming experience. I'm only four chapters into the book and I gotta say - Python is finally making sense to me! I've tried reading ""Automate the Boring Stuff with Python"" and I have no doubt that it's a good book. However, for me, it was not a good starting point and I found myself lost trying to read through the first few chapters - maybe I'll re-read ""Automate the Boring Stuff with Python"" afterwards after I finish ""Python Crash Course"". I'll do a follow-up review of this book when I'm done, but that won't be for a while; I'm going at my own pace and ensuring that I understand each topic and lesson. This book is worth the money if you want to learn Python!","Reviewed in the United States on February 10, 2020","Worth Every Penny!","5.0 out of 5 stars","","110",
"R22W6Q0WVJGFSG","Wesley S. Thomas","This review was written by my Son Joshua J. Thomas, who I purchased the book for. He's currently a student studying Cyber Security.I'm super excited to have a book on python finally. I've heard the hype for this language throughout the web and educational circle for a while now, and now I finally learn it myself.When I got the book, I thought it would be a flimsy 200 or so page read. Not this. Boasting 507 pages, I know when I'm done, I'll have something to show for. Since this is a project-based book, I'll have a body of work to use as a testament to my new found skills. I'm ready to work.""","Reviewed in the United States on October 15, 2020","This book has exceeded the expectation of my son.","5.0 out of 5 stars","","0",
"R2HA3MO7T815AP","RKB in Washington","Great book to learn Python.  This author has written several books on Python, and is good at explaining.(I've programmed in other languages, and found this easy to learn -- though I think it is appropriate for someone new to programming as well).","Reviewed in the United States on March 25, 2023","Good course -- well written book","5.0 out of 5 stars","","0",
"R3ENB0FBWXI97L","Voyager","I’m new at this - never studied computer science, never programmed anything in my life. This book is set up for the true beginner like me. I’m halfway through it and have been able to understand all the concepts so far, and I’m able to make basic programs. Python seems to be a popular programming language globally, so I’m glad to be able to start learning it on my own. Very pleased so far.","Reviewed in the United States on April 9, 2022","Great way to start learning Python.","5.0 out of 5 stars","","0",
"RFLNH4MBTOW77","michael niosi","I only finished the first section so far, but I love this book enough to leave a five star review. It explains all concepts simply, but with just enough details to not overload you. Hope im not missing out on much by purchasing the 2nd edition and not the 3rd.","Reviewed in the United States on January 16, 2023","Amazing book, but I didnt know the 3rd edition was just released...","5.0 out of 5 stars","","4",
"R17D6VX0MH3SZY","Dear MR.J","What is good about it? It teaches you the basics of Python But it does not have any advanced materials inside.  Evey little example is well explained. It has a lot of examples are presented. It also asked readers to do exercises after concept.However, I wish it comes with an answer for those after chapter exercises. Otherwise, it becomes meaningless because you won't know if you got it or not. Overall, well explained but somewhat too much explanation. Thus, this might be good for people who do not have any programming skill. Also, words are simple and straightforward.Update: Thanks to the author reply, there are solutions online. But I still think it explained things too much. Thus, costed too much reading for a simple concept.","Reviewed in the United States on June 29, 2019","Good for beginner but does not go too far or deep","4.0 out of 5 stars","","109",
"RBAU0YHGM4C5R","bri","I have already done some learning on python through some online courses, and this book is an amazing supplement that even went into better detail then my online class! Can’t recommend it enough. This book will really help you. It is very easy and simple to follow.","Reviewed in the United States on January 10, 2023","Great Book!","5.0 out of 5 stars","","0",
"R2RK88MKRVUGOA","Silva","I started to develop some projects in Python, following some internet web pages, everybody suggested this book for a beginner to intermediate Python student. The book provides tons of examples, the codes used in the book are in github as well if you got stuck in some examples, so is great to start thinking as a python developer. At the end of the book, there are 3 hands-on projects, a game to develop, a data visualization project and a web app using Django. I started with Django, I connected with my AWS account to use the web app in a cloud environment, so it gave me a lot of ideas to develop by myself using the book.","Reviewed in the United States on February 20, 2020","Best intro python book. Lots of hands on projects.","5.0 out of 5 stars","","2",
"R3EMRY92S7HROG","Jason Zheng","Terrific start in learning python. Many concepts are easy to understand with no need of previous knowlege needed. Only knock on it is that some explanations didn’t go into too much detail so I had to search it up on google to understand. Other than that great book!","Reviewed in the United States on December 3, 2022","Amazing Beginner friendly introduction to Python","5.0 out of 5 stars","","2",
"RFVUM3MD9BPXE","Nicholas Broussard","This book is truly awesome. It teaches basic Python programming from the ground up. There's just the right amount of detail. I quickly became proficient at writing for loops, while loops, if-elif-else statements, and functions. The book is prefaced with nice explanations of the differences between lists, dictionaries, etc. I mostly loved the breakdowns of each example. The author gives a step-by-step explanation for each. This is clearer and more accessible than any other book I've seen.My only request, Mr. Matthes, is that you write the same book but for R. I've waded through a handful of R books to find the info you've so succinctly made available in Python Crash Course.","Reviewed in the United States on October 15, 2019","Awesome Python Book","5.0 out of 5 stars","","2",
"R3BM32PGQXECJO","DM","I've tried several courses before, but this book is the one that has, imho, the best explanations, the best presentation order of information, and the most useful concept order, too.  I highly recomment this one - I'm only 7 chapters in, but this experience will finally get me over the hump of all the other false starts I've had with Python prior to this.  Worth more than the $17, just go for it!  Oh, and I think that I could recommend this book to ages 15+, if there are any interested parties in that age group out there considering this one...","Reviewed in the United States on September 22, 2020","Best Python Starter guide I've ever seen!","5.0 out of 5 stars","","0",
"RZFGM27OAIVQY","Amazon NV customer","Excellent introduction to Python.  Well organized and very well written.  I didn't go through the latter part on a game example, but got what I needed from the main body of the book.  Thorough description of lists and dictionaries and how to use them.  I've been writing Fortran programs since 1976 and am fluent in C++ and VB.Net, and found this book an excellent resource for learning Python's specifics which are very different from what I'm used to.","Reviewed in the United States on November 2, 2021","Excellent book","5.0 out of 5 stars","","0",
"R6WKS7YWOKMBL","kdfuser","Just finished the book and followed the code all way, even did some of the ""Try this yourself"" exercises.  Very well organized.  6 stars on that.  Code in the book was accurate and worked as expected.  I didn't just try the code from the resource web site.  I actually typed in every line from the book and made it all the way to deployment.  (Quite an accomplishment, I say. :-)).Only one gripe - see pictures attached.  After 3 weeks of ownership, the book lost its clothing.  :-(I wonder if Mr Matthes will send me an autographed copy to replace my sad, broken, copy?  :-)","Reviewed in the United States on August 15, 2019","Very enjoyable read","5.0 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/81FisUGNGcL.jpg
https://images-na.ssl-images-amazon.com/images/I/81rQx50WO0L.jpg","182",
"R3T1ZNXA5D72YY","Luis Montiel","Excelente libro para aprender Python. También tuve la oportunidad de interactuar con el proveedor quien mostró una actitud profesional y ética para atender mis inquietudes.","Reviewed in the United States on July 13, 2023","Muy buen texto de Python","5.0 out of 5 stars","","0",
"R2B5M11EEQV23O","DJ","I was disappointed in that it didn't have a lot of details.  It certainly is not a reference guide or detailed - how-to book, but enough to get someone started with Python.  After using the book one can just google more about the language to learn more.","Reviewed in the United States on March 4, 2022","Not very detail oriented, but enough to get someone started with Python","4.0 out of 5 stars","","0",
"R19GSQJ5CPI6S2","T","I bought this book after struggling on Codecademy. It's very well written and easy to understand. The way Eric has written this book is exactly how I take notes. It just clicks! Even the harder concepts just need some time and rereading but I was able to follow along with every single exercise. I 100% recommend it for someone who has never coded a single line of Python in their lives. (Btw I recommend Visual Studio Code for your text editor instead of Sublime like the book suggests).","Reviewed in the United States on August 4, 2021","This book made coding more understandable than any of the online resources I was using","5.0 out of 5 stars","","0",
"RXN0ULJYZPCXL","Lily","I have taken Learn Python the Hard Way online as well as codecademy. They both had its good and not so good, and I wanted to try this book. It was very complementary. The projects are great, easy to understand with detailed explanation. I took a start down, because of poor binding. They sent me a replacement with a different printing, but it was the same thing. Kindle version could be better.","Reviewed in the United States on September 29, 2020","The contents are excellent!","4.0 out of 5 stars","","0",
"R4YESMPM2JW94","MNorris","They say don't judge a book by it's cover - and that's why I'm still giving it 4 stars. The actual content of the book is wonderfully written and explained. I really like that the author takes you through writing full game (like Space Invaders) using everything you have learned. I highly recommend it.However the book binding has started falling apart after less than a month.  I plan on re-gluing the binding to make it a bit more sturdy.","Reviewed in the United States on June 10, 2020","Great content, but terrible binding and flimsy cover","4.0 out of 5 stars","","0",
"RSUZA5SSGG0IF","Alex D.","This book has made it easy for me to get a basic understanding of Python coding in such a short time. The explanations of how and why certain codes are doing what they do are very easy to understand. I ordered a second book from them and can't wait to crack into it and have already added more books from them to my cart.","Reviewed in the United States on April 8, 2022","Learned a lot very quickly","5.0 out of 5 stars","","0",
"R1TZKBKTYDG8M8","Tim O","I love this book. My fourth No Starch Press book and like the others, clear, concise, engaging and informative.  Author Eric Matthes does a fine job of gently but effectively leading a newbie into the world of programming.  I must also confess to loving the artwork and book design that marks a No Starch Press book.  Thank You.","Reviewed in the United States on May 2, 2022","Great resource to start Python","5.0 out of 5 stars","","0",
"R3A0D30CS2DEOK","David Derocher","I’m only about 60 pages in but this book has taught me more in those 60 pages than I learned as a freshman in college. It does a great job explaining how things work. My only complaint is the quality of the book itself is very poor. The paper separated from the spine almost instantly. I’m sure you could superglue it or something, it’s just annoying. I gave it 5 stars solely for the quality of material inside the book.","Reviewed in the United States on June 8, 2021","Really good book but bad build quality","5.0 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/91ki+R6pqAL.jpg","0",
"RWDVY1NXKV69F","Amazon Customer","Admittedly I have a little bit of a computer science background, but programming has always been a challenge for me. I got this book after reading the positive reviews, hoping it would make my path to learning Python easier than my path to learning Java was (a nightmare). The concepts laid out in this book are logical and easy to follow. The explanations of code examples are clear. The exercises are useful and relevant. I've been working in this book for over a year and it was absolutely a great purchase.","Reviewed in the United States on February 17, 2021","Makes learning Python easy and fun","5.0 out of 5 stars","","0",
"R15O6Z1KUKPZXU","JohnP ","Layout is great and I really liked the online helps .I would like to see the book supplemented with a searchable digital copy also.Maybe it has one and I just missed it in the resource page .Author has a great view of the world and how to use Python !!!!","Reviewed in the United States on July 31, 2022","Great resource","5.0 out of 5 stars","","0",
"R222VTO62PAJGE","Collected","I bought this book because I wanted to help out with a project that involved Python -- I didn't even understand what was required of me. I'm about halfway through, and am already feeling a lot more comfortable about the project. The book lays things out in a very systematic way, with exercise that help you figure out exactly what's going on (and makes lots of mistakes along the way, which is always valuable though annoying at the time) . . .","Reviewed in the United States on August 27, 2021","Good introduction for someone who knows nothing about Python","5.0 out of 5 stars","","0",
"R3K0APJKGV1SEX","Bob S.","I’m just getting into this book and am really enjoying it. The author provides easy to read / follow concepts and instructions. The book cover though? It broke before I made it to the Introduction of the book - literally 5 minutes of holding the book. I imagined using this book to take notes in and as a go-to resource, but my fear is it physically won’t hold up as I keep turning pages.","Reviewed in the United States on July 14, 2020","So far, so good - but terrible binding","4.0 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/61fWw-ZJIGL.jpg","0",
"RECRYYO4FB6MN","Brian D Bozzuto","I was trying to come up with pandemic activities and started coding python with my 12 year old son and some of his friends. After a couple weeks I turned to this book and it worked out really great. The examples were thorough and well explained. While they lost interest after some of the games I kept going and must say the contents really give a good introduction to python and some important development concepts","Reviewed in the United States on July 21, 2021","Really outstanding book!","5.0 out of 5 stars","","0",